% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3362 +3.946229662e+07 +3.946229662e+07 +3.946167551e+07 +3.946167551e+07 -4.9978e-02 +1.7382e+00 -1.1107e+00 -1.8649e+00 +3.7430e+00 -3.3356e+00 +9.1662e-01 +1.8761e+00 +2.4229e+00 +1.1517e+00
3384 +2.197163122e+07 +2.197163122e+07 +2.197101011e+07 +2.197101011e+07 -2.4408e-01 +2.7879e+00 -1.3841e+00 -2.1916e+00 +4.3327e+00 -2.8845e+00 +1.1289e-01 +9.3436e-01 +1.6927e+00 +6.4491e-01
3388 +1.270540477e+07 +1.270540477e+07 +1.270478366e+07 +1.270478366e+07 +6.6002e-02 +3.3779e+00 -8.1803e-01 -1.7016e+00 +3.4161e+00 -1.3905e+00 +2.8699e-01 +1.0952e+00 +1.2399e+00 +2.7559e-01
3394 +9.089335749e+06 +9.089335749e+06 +9.088714639e+06 +9.088714639e+06 -7.8773e-01 +3.5406e+00 -5.3917e-01 -1.9668e+00 +2.5517e+00 -1.8142e+00 +9.9692e-02 +1.0129e+00 +1.9963e+00 +7.8498e-01
3407 +4.768524241e+06 +4.768524241e+06 +4.767903131e+06 +4.767903131e+06 -1.2125e+00 +3.5827e+00 -8.5645e-01 -2.3698e+00 +1.5532e+00 -2.1164e+00 +5.1553e-01 +1.8294e-01 +2.1204e+00 +9.4210e-01
3412 +3.550663874e+06 +3.550663874e+06 +3.550042764e+06 +3.550042764e+06 -1.1336e+00 +3.4230e+00 -7.9783e-01 -2.6894e+00 +1.8521e+00 -1.9040e+00 +2.9855e-01 +1.2375e-01 +2.1271e+00 +5.2482e-01
3416 +2.403033270e+06 +2.403033270e+06 +2.402412160e+06 +2.402412160e+06 -1.1451e+00 +3.0450e+00 -4.8151e-01 -2.9542e+00 +7.2196e-01 -1.9657e+00 +6.1036e-01 -2.9373e-01 +2.3922e+00 +1.5304e-03
3424 +1.476499486e+06 +1.476499486e+06 +1.475878376e+06 +1.475878376e+06 -1.0264e+00 +3.3467e+00 +1.9794e-01 -3.2792e+00 +7.6957e-01 -1.7735e+00 +6.1736e-01 -6.7273e-01 +2.0675e+00 -2.1156e-01
3429 +6.404168878e+05 +6.404168878e+05 +6.397957778e+05 +6.397957778e+05 -1.3134e+00 +3.3791e+00 -6.8078e-01 -3.4323e+00 +1.3285e+00 -1.4096e+00 +8.8923e-01 -8.7185e-01 +2.0045e+00 -4.4582e-01
3457 +2.634218164e+05 +2.634218164e+05 +2.628007064e+05 +2.628007064e+05 -1.2299e+00 +3.9505e+00 -7.2291e-01 -3.3304e+00 +1.0625e+00 -1.4952e+00 +7.2660e-01 -1.1138e+00 +2.0374e+00 -4.2631e-01
3461 +2.163000275e+05 +2.163000275e+05 +2.156789175e+05 +2.156789175e+05 -1.2779e+00 +3.9056e+00 -9.0985e-01 -3.5280e+00 +1.3140e+00 -1.6082e+00 +8.7587e-01 -9.0752e-01 +2.1346e+00 -3.6131e-01
3757 +1.431977383e+05 +1.431977383e+05 +1.425766283e+05 +1.425766283e+05 -1.1625e+00 +4.0460e+00 -8.1844e-01 -3.4621e+00 +1.0779e+00 -1.4975e+00 +1.1442e+00 -7.8983e-01 +2.0897e+00 -4.3933e-01
3981 +7.644888120e+04 +7.644888120e+04 +7.582777120e+04 +7.582777120e+04 -1.2905e+00 +4.0519e+00 -5.4703e-01 -3.4380e+00 +7.9382e-01 -1.6496e+00 +1.2390e+00 -7.0513e-01 +1.7433e+00 -6.5059e-01
5996 +5.607606104e+04 +5.607606104e+04 +5.545495104e+04 +5.545495104e+04 -1.1660e+00 +3.9398e+00 -6.7550e-01 -3.2269e+00 +1.1048e+00 -1.5999e+00 +9.9615e-01 -7.6701e-01 +1.7119e+00 -4.0873e-01
